,headlines,text,source,link
15068,Regret not believing my daughter's sexual assault story: Ellen's mom,"US television host Ellen DeGeneres' mother Betty DeGeneres has said she regrets not listening to her daughter when she had opened up to her about being sexually assaulted by her stepfather. ""If someone in your life has the courage to speak out, believe them,"" Betty added. Earlier, Ellen revealed she was sexually exploited by her stepfather when she was 15.",Pinkvilla,https://www.pinkvilla.com/entertainment/hollywood/ellen-degeneres-mother-regrets-not-listening-her-about-sexual-assault-453637?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15069,Kohli injures thumb during practice ahead of WC opener: Reports,India captain Virat Kohli reportedly injured his thumb during practice at Ageas Bowl stadium in Southampton on Saturday. Physiotherapist Patrick Farhart was seen applying spray on the 30-year-old's right thumb. Kohli was also seen leaving the ground with his thumb immersed in ice water. India are scheduled to play their first 2019 World Cup match against South Africa on Wednesday.,CricTracker,https://www.crictracker.com/world-cup-2019-virat-kohli-hurts-his-thumb-during-the-training-session/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15071,"Model invades pitch in CL final wearing swimsuit, shares pic","A female model invaded the pitch wearing a swimsuit during Champions League final between Tottenham and Liverpool at Madrid's Metropolitano Stadium on Saturday. Kinsey Wolanski ran onto the pitch to promote her boyfriend Russian-American YouTuber Vitaly Zdorovetskiy's porn site. She later shared a picture of herself being escorted by the security, writing, ""Did I distract #8 a little too much?""",Daily Mail,https://www.dailymail.co.uk/sport/article-7094621/Russian-swimsuit-clad-model-invades-Champions-League-final-pitch-advertise-x-rated-website.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15073,World's most expensive telescope's parts cleared for use in space,"NASA's $8.8-billion James Webb Space Telescope, the world's largest and most expensive one, has successfully passed final thermal vacuum test, making its parts cleared for use in space. The 6.5-metre diameter telescope has 18 gold-coated mirrors and a tennis court-sized sun-shield to gather light and protect its instruments. The telescope, set to launch in 2021, took 20 years to build.",NASA,https://www.nasa.gov/feature/goddard/2019/nasa-s-james-webb-space-telescope-emerges-successfully-from-final-thermal-vacuum-test?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15075,How was India benefitting from US trade privileges?,"India was the largest beneficiary of the US' Generalized System of Preferences in 2017 with around $5.7 billion in exports to US given duty-free status, according to a Congressional Research Service report. In 2018, some $6.3 billion of Indian merchandise exports to the US were covered by GSP. US will end its preferential trade treatment for India on June 5.",Bloomberg Quint,https://www.bloombergquint.com/global-economics/suspension-of-preferential-trade-status-for-india-under-gsp-is-done-deal-us?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15077,Former J&K CM Omar Abdullah calls terrorist Burhan Wani 'sahib',"In an interview, former Jammu & Kashmir Chief Minister Omar Abdullah referred to former Hizbul Mujahideen commander Burhan Wani as ""sahib"". Omar said this after he was asked about his views on suspension of internet services after death of J&K's most wanted terrorist Zakir Musa. Burhan Wani was killed in an encounter in J&K's Anantnag district in July 2016.",Twitter,https://twitter.com/TimesNow/status/1135093403685756928?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15078,Talks with US possible only if it shows 'respect': Iran President,"Iranian President Hassan Rouhani on Saturday suggested that his country may hold talks with the US if it shows respect, adding that Iran would not be pressured into negotiations. In recent weeks, the US hinted at military confrontation, saying it was sending extra forces to the Middle East to respond to an Iranian threat.",Reuters,https://www.reuters.com/article/us-usa-iran-rouhani/iranian-president-says-talks-possible-only-if-washington-shows-respect-idUSKCN1T23BE?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15079,War with US would be a disaster: China amid rising tensions,"Amid rising tensions between the two countries over increased US support for self-ruled and democratic Taiwan, China's Defence Minister Wei Fenghe has said that a war with the US would be a disaster for the world. He added that China would ""fight to the end"" if anyone tried to interfere in its relationship with Taiwan.",Reuters,https://www.reuters.com/article/us-asia-security/china-says-war-with-u-s-would-be-a-disaster-as-tensions-mount-idUSKCN1T300X?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15080,Work hard to dislodge Kejriwal govt: Manoj Tiwari to workers,"Delhi BJP chief Manoj Tiwari has asked party workers to ""work hard for dislodging"" the Arvind Kejriwal government in the upcoming Assembly elections in the national capital. Tiwari also felicitated party workers for winning all the seven Delhi Lok Sabha seats. Kejriwal, on the other hand, is urging AAP workers to ask votes based on the government's work.",Hindustan Times,https://www.hindustantimes.com/india-news/prepare-for-assembly-polls-to-dislodge-kejriwal-govt-delhi-bjp-chief-manoj-tiwari-to-workers/story-q5ElUIn7ORVPM2Zmw3qgNN.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15081,Apple to let users download up to 200 MB apps on mobile data,"Apple has raised the size limit of individual apps that can be downloaded from its App Store using mobile data to 200 MB from the past 150 MB. However, to download apps bigger than 200 MB in size, users will need to use WiFi. Apple had officially increased the App Store cellular download limit to 150 MB in September 2017.",TechCrunch,https://techcrunch.com/2019/05/31/apple-bumps-the-app-store-cell-connection-download-cap-up-to-200-mb/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15082,"President, PM greet people on 5th Telangana statehood day","President Ram Nath Kovind and PM Narendra Modi on Sunday extended greetings to the people on the fifth Telangana statehood day. ""My best wishes to all the residents of the state for a bright and prosperous future,"" President said. PM Modi said, ""Telangana is known for its hardworking citizens who are making great contributions to our nation's development.""",ANI,https://www.aninews.in/news/national/general-news/pres-kovind-pm-modi-extend-wishes-on-telangana-statehood-day20190602113750/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15083,Will work to increase job opportunities in MSMEs: Gadkari,"Micro, Small and Medium Enterprises (MSMEs) Minister Nitin Gadkari on Saturday said he would work with ""full strength"" to increase job opportunities in the sector. He added it's PM Narendra Modi's ""expectation"" that employment should increase from this sector. Gadkari, who's also the Minister for Road Transport and Highways, said he has decided to create ""roadside amenities"" across the country.",The Financial Express,https://www.financialexpress.com/india-news/nitin-gadkari-says-will-work-with-full-strength-to-increase-job-opportunities-in-msmes/1595370/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15085,Muslims got their share during partition: BJP leader Bhandari,"Referring to India's partition and formation of Pakistan, Maharashtra BJP leader Madhav Bhandari on Sunday said that Muslims were given their share in 1947. Responding to AIMIM chief Asaduddin Owaisi's statement that Muslims are not tenants in India, he added, ""It'd be good if Owaisi Sahab speaks before due consideration."" Bhandari further said no one has called Owaisi a ""tenant"".",ANI,https://www.aninews.in/news/national/politics/muslims-got-their-share-during-partition-says-maharashtra-bjp-leader20190602121625/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15086,Shah pays tribute at National Police Memorial in New Delhi,"Union Home Minister Amit Shah on Sunday paid tributes to martyrs at the National Police Memorial in New Delhi. ""Received untamed consciousness and energy visiting the memorial and also the desire to do everything for the country was strengthened,"" Shah said. The Home Minister further added, ""A grateful nation is indebted to them for their supreme sacrifice.""",Hindustan Times,https://www.hindustantimes.com/india-news/amit-shah-pays-tribute-at-national-police-memorial/story-QuxhdFXJTdmYLH3xvhXT0N.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15088,Over 50 vehicles gutted in dumping ground fire in Delhi,"More than 50 vehicles were gutted in a fire at a police station dumping ground situated near Delhi's Sagarpur on Saturday. Reportedly, it took nearly an hour for the Delhi Fire Services personnel to douse the flames. Another fire broke out on the second floor of the NDMC building in Connaught Place yesterday, the city's Fire Service said.",ANI,https://www.aninews.in/news/national/general-news/50-cars-gutted-in-fire-at-delhi-police-dumping-ground20190602111532/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15089,"1 jawan martyred, 4 injured in Naxal encounter in Jharkhand","At least one jawan was martyred and four others were injured in a Naxal encounter in Jharkhand's Dumka on Sunday, police said. As per information, ""four to five Naxals have been shot"", Superintendent of Police, YS Ramesh, said. According to reports, the concerned authorities are monitoring the situation and all the injured are being shifted to a nearby hospital.",Times Now,https://www.timesnownews.com/india/article/jharkhand-1-jawan-martyred-4-injured-in-encounter-in-dumka-4-5-naxals-shot/429740?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15090,upGrad helps professionals earn Masters degree in ML & AI online,"Liverpool John Moores University (LJMU) and upGrad are offering India's first fully online MSc degree in Machine Learning and AI. Designed specially for working professionals, it offers an 11-month PG Diploma program through IIIT-Bangalore and a 7-month research and thesis submission with LJMU, providing learners with dual credentials. upGrad learners have made career transitions with up to 230% salary hike.",upGrad,https://www.upgrad.com/masters-in-ml-ai/?utm_source=newsinshorts&utm_medium=paid_pr&utm_campaign=MSML_newsinshorts_paidpr_2june&utm_term=MSML_newsinshorts_paidpr_2june19_dualcredentials
